title,rate,budget,revenue,runtime,year
Spider-Man 2,6.7,200000000,783766341,127.0,2004
The Polar Express,6.4,165000000,305875730,100.0,2004
Alexander,5.6,155000000,167298192,175.0,2004
Troy,6.9,175000000,497409852,163.0,2004
Harry Potter and the Prisoner of Azkaban,7.7,130000000,789804554,141.0,2004
The Day After Tomorrow,6.2,125000000,544272402,124.0,2004
The Chronicles of Riddick,6.3,105000000,115772733,119.0,2004
Ocean's Twelve,6.4,110000000,362744280,125.0,2004
The Aviator,7.0,116000000,102000000,170.0,2004
Home on the Range,5.7,110000000,103951461,76.0,2004
Around the World in 80 Days,5.7,110000000,72178895,120.0,2004
"I, Robot",6.7,120000000,347234916,115.0,2004
National Treasure,6.4,100000000,347451894,131.0,2004
Catwoman,4.2,100000000,82102379,104.0,2004
The Stepford Wives,5.4,90000000,102000000,93.0,2004
The Alamo,5.8,145000000,25819961,137.0,2004
The Incredibles,7.4,92000000,631442092,115.0,2004
The Bourne Supremacy,7.2,75000000,288500217,108.0,2004
The Manchurian Candidate,6.2,80000000,96105964,129.0,2004
Hidalgo,6.5,100000000,108103450,136.0,2004
50 First Dates,6.6,75000000,196482882,99.0,2004
Exorcist: The Beginning,4.7,80000000,78000586,114.0,2004
The Terminal,7.0,60000000,219417255,128.0,2004
Shark Tale,5.8,75000000,367275019,90.0,2004
Spanglish,5.8,80000000,55041367,130.0,2004
Flight of the Phoenix,5.7,45000000,21009180,113.0,2004
Two Brothers,6.9,74500000,62172050,109.0,2004
The Village,6.2,60000000,256697520,108.0,2004
Shrek 2,6.7,150000000,919838758,93.0,2004
AVP: Alien vs. Predator,5.5,70000000,171183863,101.0,2004
Sky Captain and the World of Tomorrow,5.7,70000000,57958696,107.0,2004
Blade: Trinity,5.7,65000000,128905366,123.0,2004
Meet the Fockers,6.1,80000000,516642939,115.0,2004
Collateral,7.0,65000000,217764291,120.0,2004
Ladder 49,6.2,60000000,74541707,115.0,2004
Man on Fire,7.3,70000000,130293714,146.0,2004
Starsky & Hutch,5.6,60000000,170268750,101.0,2004
Hellboy,6.5,66000000,99318987,122.0,2004
After the Sunset,6.0,60000000,61347797,97.0,2004
Walking Tall,6.0,56000000,57223890,86.0,2004
Kill Bill: Vol. 2,7.6,30000000,152159461,136.0,2004
The Phantom of the Opera,7.0,70000000,154648887,143.0,2004
Thunderbirds,4.2,57000000,28283637,95.0,2004
A Very Long Engagement,7.1,47000000,0,133.0,2004
Garfield,5.2,50000000,200804534,80.0,2004
Christmas with the Kranks,5.2,60000000,0,99.0,2004
Resident Evil: Apocalypse,6.1,45000000,129394835,94.0,2004
Bridget Jones: The Edge of Reason,6.1,50000000,40203020,108.0,2004
Raising Helen,5.9,50000000,49718611,119.0,2004
The Life Aquatic with Steve Zissou,7.1,50000000,34808403,119.0,2004
The Big Bounce,5.0,50000000,6808550,88.0,2004
The Princess Diaries 2: Royal Engagement,6.0,40000000,95149435,113.0,2004
Fat Albert,4.3,0,0,93.0,2004
Cellular,6.1,25000000,56422687,94.0,2004
Along Came Polly,5.8,42000000,171963386,90.0,2004
Ray,7.2,40000000,124731534,152.0,2004
Shall We Dance?,5.9,50000000,170128460,107.0,2004
Secret Window,6.4,40000000,92913171,96.0,2004
Torque,4.7,40000000,46546197,84.0,2004
New York Minute,5.5,0,0,91.0,2004
Alfie,5.6,60000000,13395939,103.0,2004
The Last Shot,5.9,0,0,90.0,2004
Against the Ropes,4.5,39000000,6614280,106.0,2004
The Ladykillers,6.0,0,0,104.0,2004
Closer,6.7,27000000,115505027,104.0,2004
Jersey Girl,5.8,35000000,36098382,102.0,2004
Ella Enchanted,5.9,31000000,27388767,96.0,2004
Wimbledon,6.0,31000000,41512007,98.0,2004
The Punisher,6.1,33000000,54700105,124.0,2004
Laws of Attraction,5.6,28000000,30016165,90.0,2004
George and the Dragon,5.0,32000000,0,93.0,2004
DodgeBall: A True Underdog Story,6.2,20000000,167722310,92.0,2004
The SpongeBob SquarePants Movie,6.7,30000000,140161792,87.0,2004
Million Dollar Baby,7.7,30000000,216763646,132.0,2004
The Notebook,7.7,29000000,115603229,123.0,2004
Without a Paddle,5.3,19000000,69631118,95.0,2004
13 Going on 30,6.3,37000000,96455697,98.0,2004
The Prince & Me,5.9,0,0,111.0,2004
Little Black Book,5.2,35000000,22034832,111.0,2004
Mr. 3000,5.0,30000000,21800302,104.0,2004
The Whole Ten Yards,5.5,40000000,26155781,98.0,2004
Wicker Park,6.7,30000000,13001257,114.0,2004
Godsend,4.7,25000000,30114487,102.0,2004
Chasing Liberty,6.1,23000000,12,111.0,2004
The Merchant of Venice,6.7,0,0,138.0,2004
Seed of Chucky,4.9,12000000,24829644,87.0,2004
Miracle,7.0,28000000,64445708,135.0,2004
Dawn of the Dead,6.8,28000000,102356381,101.0,2004
Suspect Zero,5.5,27000000,13000000,99.0,2004
Mindhunters,6.3,27000000,21148829,106.0,2004
In Good Company,5.9,0,0,109.0,2004
Agent Cody Banks 2: Destination London,5.2,26000000,28818995,100.0,2004
Welcome to Mooseport,4.8,30000000,14000000,110.0,2004
The Passion of the Christ,6.9,30000000,611899420,127.0,2004
Scooby-Doo 2: Monsters Unleashed,5.4,0,181466833,93.0,2004
Finding Neverland,7.2,25000000,116766556,106.0,2004
Anchorman: The Legend of Ron Burgundy,6.7,26000000,90574188,94.0,2004
Anacondas: The Hunt for the Blood Orchid,4.9,20000000,70992898,97.0,2004
EuroTrip,6.5,25000000,20796847,93.0,2004
The Girl Next Door,6.3,25000000,30411183,108.0,2004
Win a Date with Tad Hamilton!,5.5,17000000,16980098,95.0,2004
Beyond the Sea,6.5,23000000,0,118.0,2004
The Bridge of San Luis Rey,5.4,0,0,120.0,2004
Howl's Moving Castle,8.2,24000000,234710455,119.0,2004
Vanity Fair,5.5,23000000,16123851,141.0,2004
I Heart Huckabees,6.2,22000000,0,106.0,2004
The Libertine,5.9,0,0,114.0,2004
White Chicks,6.3,37000000,113086475,109.0,2004
Team America: World Police,6.6,32000000,50907422,98.0,2004
Eternal Sunshine of the Spotless Mind,7.9,20000000,72258126,108.0,2004
Kung Fu Hustle,7.2,20000000,100914445,99.0,2004
Paparazzi,5.8,20000000,16605763,84.0,2004
Envy,4.8,40000000,0,99.0,2004
Superbabies: Baby Geniuses 2,1.9,0,9109322,88.0,2004
Connie and Carla,6.4,20000000,11341016,98.0,2004
Birth,5.9,20000000,0,100.0,2004
Steamboy,6.4,20000000,0,126.0,2004
A Cinderella Story,6.1,19000000,70067909,95.0,2004
Barbershop 2:  Back in Business,5.6,18000000,65070412,106.0,2004
Mean Girls,6.9,17000000,129042871,97.0,2004
Catch That Kid,4.9,18000000,16702864,92.0,2004
Being Julia,6.4,0,0,104.0,2004
Hotel Rwanda,7.5,17500000,38000000,121.0,2004
Sideways,6.9,16000000,109502303,126.0,2004
Bobby Jones: Stroke of Genius,5.5,0,0,120.0,2004
The Cookout,4.6,16000000,12,97.0,2004
Soul Plane,4.7,16000000,14822346,86.0,2004
Confessions of a Teenage Drama Queen,5.1,15000000,29331068,89.0,2004
De-Lovely,6.3,20000000,0,125.0,2004
Raise Your Voice,6.0,15000000,14867514,103.0,2004
District B13,6.5,12000000,9584131,84.0,2004
Downfall,7.7,18339750,92180910,156.0,2004
The Sea Inside,7.2,12806000,38535221,125.0,2004
The Butterfly Effect,7.3,13000000,96060858,113.0,2004
Tae Guk Gi: The Brotherhood of War,7.4,0,15,140.0,2004
Johnson Family Vacation,4.7,12000000,31179516,97.0,2004
My Baby's Daddy,4.3,0,51,86.0,2004
House of Flying Daggers,7.1,0,92863945,119.0,2004
